,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,
316,Alex McCarthy,eng ENG,GK,Southampton,32-106,1989,15,15,1350,15.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
317,John McGinn,sct SCO,MF,Aston Villa,27-152,1994,25,25,2190,24.3,3,2,3,0,0,6,0,0.12,0.08,0.21,0.12,0.21,1.2,1.2,3.3,4.5,0.05,0.13,0.18,0.05,0.18,Matches
318,Stuart McKinstry,sct SCO,MF,Leeds United,19-182,2002,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
319,Kenny McLean,sct SCO,MF,Norwich City,30-070,1992,27,25,2365,26.3,1,0,1,0,0,2,0,0.04,0.00,0.04,0.04,0.04,1.8,1.8,0.5,2.3,0.07,0.02,0.09,0.07,0.09,Matches
320,Dwight McNeil,eng ENG,MF,Burnley,22-117,1999,27,26,2343,26.0,0,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,1.6,1.6,3.1,4.7,0.06,0.12,0.18,0.06,0.18,Matches
321,Scott McTominay,sct SCO,MF,Manchester Utd,25-101,1996,24,22,1883,20.9,1,1,1,0,0,8,0,0.05,0.05,0.10,0.05,0.10,0.9,0.9,1.4,2.2,0.04,0.07,0.11,0.04,0.11,Matches
322,Ben Mee,eng ENG,DF,Burnley,32-177,1989,21,21,1839,20.4,3,0,3,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.8,1.8,0.1,1.9,0.09,0.00,0.09,0.09,0.09,Matches
323,Benjamin Mendy,fr FRA,DF,Manchester City,27-245,1994,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.30,0.30,0.00,0.30,Matches
324,Edouard Mendy,sn SEN,GK,Chelsea,30-018,1992,24,24,2160,24.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
325,Nampalys Mendy,sn SEN,MF,Leicester City,29-269,1992,2,1,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
326,Illan Meslier,fr FRA,GK,Leeds United,22-017,2000,30,30,2664,29.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
327,Luka Milivojević,rs SRB,MF,Crystal Palace,30-346,1991,12,8,652,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.03,0.08,0.12,0.03,0.12,Matches
328,James Milner,eng ENG,MFDF,Liverpool,36-074,1986,19,7,635,7.1,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,1.4,1.7,0.03,0.20,0.24,0.03,0.24,Matches
329,Yerry Mina,co COL,DF,Everton,27-177,1994,10,8,649,7.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches
330,Takumi Minamino,jp JPN,FWMF,Liverpool,27-062,1995,10,0,96,1.1,2,0,2,0,0,1,0,1.87,0.00,1.87,1.87,1.87,1.5,1.5,0.4,1.9,1.40,0.42,1.82,1.40,1.82,Matches
331,Tyrone Mings,eng ENG,DF,Aston Villa,29-006,1993,26,25,2289,25.4,1,3,1,0,0,8,0,0.04,0.12,0.16,0.04,0.16,1.2,1.2,1.2,2.4,0.05,0.05,0.09,0.05,0.09,Matches
332,Tyrick Mitchell,eng ENG,DF,Crystal Palace,22-199,1999,29,29,2600,28.9,0,2,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,1.2,1.4,0.01,0.04,0.05,0.01,0.05,Matches
333,Jakub Moder,pl POL,MFFW,Brighton,22-346,1999,27,19,1696,18.8,0,3,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,2.4,2.4,1.7,4.1,0.13,0.09,0.22,0.13,0.22,Matches
334,Wesley Moraes,br BRA,FW,Aston Villa,25-113,1996,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
335,Tyler Morton,eng ENG,MF,Liverpool,19-139,2002,2,1,66,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
336,Mason Mount,eng ENG,MFFW,Chelsea,23-068,1999,24,19,1667,18.5,8,7,7,1,1,2,0,0.43,0.38,0.81,0.38,0.76,6.7,6.0,4.7,10.7,0.36,0.26,0.62,0.32,0.58,Matches
337,Lucas Moura,br BRA,FWMF,Tottenham,29-218,1992,25,17,1540,17.1,2,4,2,0,0,3,0,0.12,0.23,0.35,0.12,0.35,3.3,3.3,3.1,6.4,0.20,0.18,0.37,0.20,0.37,Matches
338,João Moutinho,pt POR,MF,Wolves,35-192,1986,27,26,2256,25.1,2,1,2,0,0,2,0,0.08,0.04,0.12,0.08,0.12,0.8,0.8,2.2,3.0,0.03,0.09,0.12,0.03,0.12,Matches
339,Bali Mumba,eng ENG,DF,Norwich City,20-162,2001,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
340,Jacob Murphy,eng ENG,DFFW,Newcastle Utd,27-023,1995,24,12,1219,13.5,1,1,1,0,0,4,0,0.07,0.07,0.15,0.07,0.15,2.1,2.1,1.7,3.7,0.15,0.12,0.28,0.15,0.28,Matches
341,Enock Mwepu,zm ZAM,MF,Brighton,24-077,1998,11,7,639,7.1,1,3,1,0,0,1,0,0.14,0.42,0.56,0.14,0.56,1.4,1.4,1.1,2.5,0.20,0.16,0.36,0.20,0.36,Matches
342,Vitaliy Mykolenko,ua UKR,DF,Everton,22-294,1999,3,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.10,0.10,0.00,0.10,Matches
343,Marvelous Nakamba,zw ZIM,MF,Aston Villa,28-059,1994,12,8,758,8.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
344,Wilfred Ndidi,ng NGA,MFDF,Leicester City,25-093,1996,19,18,1618,18.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.06,0.00,0.06,0.06,0.06,Matches
345,Tanguy Ndombele,fr FRA,MF,Tottenham,25-081,1996,9,6,484,5.4,1,1,1,0,0,1,0,0.19,0.19,0.37,0.19,0.37,0.5,0.5,0.4,0.9,0.09,0.07,0.16,0.09,0.16,Matches
346,Reiss Nelson,eng ENG,FW,Arsenal,22-099,1999,1,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.16,0.18,0.35,0.16,0.35,Matches
347,Pedro Neto,pt POR,MFFW,Wolves,22-010,2000,5,1,133,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.27,0.12,0.39,0.27,0.39,Matches
348,Rúben Neves,pt POR,MF,Wolves,25-006,1997,28,26,2270,25.2,4,2,4,0,0,9,0,0.16,0.08,0.24,0.16,0.24,1.1,1.1,1.7,2.8,0.04,0.07,0.11,0.04,0.11,Matches
349,Jeremy Ngakia,eng ENG,DF,Watford,21-193,2000,13,6,633,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.04,0.05,0.01,0.05,Matches
350,Saúl Ñíguez,es ESP,DFMF,Chelsea,27-118,1994,8,4,345,3.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.4,0.04,0.06,0.10,0.04,0.10,Matches
351,Eddie Nketiah,eng ENG,FWMF,Arsenal,22-293,1999,10,0,112,1.2,0,1,0,0,0,1,0,0.00,0.80,0.80,0.00,0.80,0.4,0.4,0.7,1.1,0.32,0.55,0.87,0.32,0.87,Matches
352,Nicolas Nkoulou,cm CMR,DF,Watford,31-357,1990,3,2,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
353,Mark Noble,eng ENG,MF,West Ham,34-315,1987,5,1,126,1.4,1,0,0,1,2,0,0,0.71,0.00,0.71,0.00,0.00,1.5,0.0,0.2,0.2,1.09,0.14,1.22,0.00,0.14,Matches
354,Mathias Normann,no NOR,MF,Norwich City,25-295,1996,16,13,1069,11.9,1,1,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,0.8,0.8,0.4,1.2,0.06,0.04,0.10,0.06,0.10,Matches
355,Christian Nørgaard,dk DEN,MF,Brentford,28-009,1994,28,28,2444,27.2,2,2,2,0,0,6,0,0.07,0.07,0.15,0.07,0.15,2.8,2.8,2.2,5.0,0.10,0.08,0.18,0.10,0.18,Matches
356,Angelo Ogbonna,it ITA,DF,West Ham,33-300,1988,11,11,921,10.2,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches
357,Michael Olise,fr FRA,FWMF,Crystal Palace,20-097,2001,22,10,971,10.8,2,5,2,0,0,3,0,0.19,0.46,0.65,0.19,0.65,1.2,1.2,3.0,4.2,0.11,0.27,0.39,0.11,0.39,Matches
358,Andrew Omobamidele,ie IRL,DF,Norwich City,19-269,2002,5,4,382,4.2,1,0,1,0,0,1,0,0.24,0.00,0.24,0.24,0.24,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches
359,Tyler Onyango,eng ENG,MFFW,Everton,19-015,2003,3,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches
360,Frank Onyeka,ng NGA,MF,Brentford,24-077,1998,20,12,1045,11.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.2,1.3,0.10,0.02,0.11,0.10,0.11,Matches
361,Divock Origi,be BEL,FW,Liverpool,26-335,1995,5,0,76,0.8,2,0,2,0,0,0,0,2.37,0.00,2.37,2.37,2.37,0.8,0.8,0.0,0.8,1.01,0.00,1.01,1.01,1.01,Matches
362,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,28-216,1993,17,9,785,8.7,2,1,2,0,0,0,0,0.23,0.11,0.34,0.23,0.34,1.2,1.2,0.9,2.1,0.14,0.11,0.24,0.14,0.24,Matches
363,Cole Palmer,eng ENG,FWMF,Manchester City,19-317,2002,4,1,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.23,0.17,0.39,0.23,0.39,Matches
364,Emerson Palmieri,it ITA,DF,Chelsea,27-228,1994,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
365,Thomas Partey,gh GHA,MF,Arsenal,28-279,1993,22,21,1864,20.7,2,1,2,0,0,4,0,0.10,0.05,0.14,0.10,0.14,2.4,2.4,1.2,3.6,0.11,0.06,0.17,0.11,0.17,Matches
366,João Pedro,br BRA,FWMF,Watford,20-174,2001,20,8,1021,11.3,2,1,2,0,0,1,0,0.18,0.09,0.26,0.18,0.26,2.3,2.3,2.0,4.3,0.20,0.18,0.38,0.20,0.38,Matches
367,Nicolas Pépé,ci CIV,FWMF,Arsenal,26-294,1995,14,5,582,6.5,1,1,1,0,0,0,0,0.15,0.15,0.31,0.15,0.31,2.5,2.5,1.6,4.2,0.39,0.25,0.64,0.39,0.64,Matches
368,Ricardo Pereira,pt POR,DF,Leicester City,28-164,1993,12,12,880,9.8,1,2,1,0,0,3,0,0.10,0.20,0.31,0.10,0.31,0.7,0.7,1.2,1.8,0.07,0.12,0.19,0.07,0.19,Matches
369,Ayoze Pérez,es ESP,FWMF,Leicester City,28-239,1993,8,3,220,2.4,0,2,0,0,0,0,1,0.00,0.82,0.82,0.00,0.82,1.0,1.0,0.7,1.7,0.43,0.27,0.69,0.43,0.69,Matches
370,Sonny Perkins,eng ENG,FW,West Ham,18-037,2004,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
371,Romain Perraud,fr FRA,DF,Southampton,24-178,1997,15,14,1209,13.4,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,0.5,1.1,0.05,0.04,0.09,0.05,0.09,Matches
372,Kalvin Phillips,eng ENG,MF,Leeds United,26-107,1995,12,12,999,11.1,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.5,0.5,0.2,0.7,0.05,0.02,0.06,0.05,0.06,Matches
373,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,19-305,2002,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
374,Jordan Pickford,eng ENG,GK,Everton,28-012,1994,25,25,2250,25.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
375,Erik Pieters,nl NED,DF,Burnley,33-224,1988,11,8,711,7.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.02,0.00,0.02,0.02,0.02,Matches
376,Ethan Pinnock,jm JAM,DF,Brentford,28-294,1993,28,28,2404,26.7,1,1,1,0,0,0,0,0.04,0.04,0.07,0.04,0.07,1.5,1.5,1.2,2.8,0.06,0.05,0.10,0.06,0.10,Matches
377,Daniel Podence,pt POR,FWMF,Wolves,26-149,1995,24,14,1401,15.6,2,3,2,0,0,2,0,0.13,0.19,0.32,0.13,0.32,1.8,1.8,3.7,5.5,0.12,0.23,0.35,0.12,0.35,Matches
378,Paul Pogba,fr FRA,MFFW,Manchester Utd,29-004,1993,16,13,1138,12.6,1,9,1,0,0,6,1,0.08,0.71,0.79,0.08,0.79,2.4,2.4,3.5,5.9,0.19,0.28,0.47,0.19,0.47,Matches
379,Nick Pope,eng ENG,GK,Burnley,29-334,1992,25,25,2250,25.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
380,Teemu Pukki,fi FIN,FW,Norwich City,31-355,1990,28,28,2445,27.2,8,2,5,3,3,4,0,0.29,0.07,0.37,0.18,0.26,7.4,5.2,1.5,6.7,0.27,0.06,0.33,0.19,0.25,Matches
381,Christian Pulisic,us USA,MFFW,Chelsea,23-182,1998,15,10,949,10.5,4,1,4,0,0,2,0,0.38,0.09,0.47,0.38,0.47,3.6,3.6,0.7,4.3,0.34,0.07,0.41,0.34,0.41,Matches
382,Przemysław Płacheta,pl POL,FWMF,Norwich City,23-361,1998,9,6,443,4.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.10,0.06,0.16,0.10,0.16,Matches
383,Jesuran Rak Sakyi,eng ENG,MF,Crystal Palace,19-165,2002,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
384,Aaron Ramsdale,eng ENG,GK,Arsenal,23-309,1998,24,24,2160,24.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
385,Jacob Ramsey,eng ENG,MF,Aston Villa,20-295,2001,26,22,1862,20.7,6,1,6,0,0,4,0,0.29,0.05,0.34,0.29,0.34,3.1,3.1,1.9,5.0,0.15,0.09,0.24,0.15,0.24,Matches
386,Marcus Rashford,eng ENG,FWMF,Manchester Utd,24-139,1997,19,10,937,10.4,4,2,4,0,0,2,0,0.38,0.19,0.58,0.38,0.58,2.3,2.3,2.0,4.3,0.22,0.19,0.41,0.22,0.41,Matches
387,Milot Rashica,xk KVX,FWMF,Norwich City,25-264,1996,23,17,1618,18.0,1,2,1,0,0,0,0,0.06,0.11,0.17,0.06,0.17,2.0,2.0,2.0,4.1,0.11,0.11,0.23,0.11,0.23,Matches
388,David Raya,es ESP,GK,Brentford,26-185,1995,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
389,Nathan Redmond,eng ENG,MFFW,Southampton,28-013,1994,20,15,1357,15.1,0,5,0,0,0,0,0,0.00,0.33,0.33,0.00,0.33,1.8,1.8,3.6,5.5,0.12,0.24,0.36,0.12,0.36,Matches
390,Sergio Reguilón,es ESP,DF,Tottenham,25-093,1996,22,20,1669,18.5,2,3,2,0,0,4,0,0.11,0.16,0.27,0.11,0.27,2.8,2.8,3.9,6.7,0.15,0.21,0.36,0.15,0.36,Matches
391,Declan Rice,eng ENG,MF,West Ham,23-064,1999,27,27,2430,27.0,1,4,1,0,0,7,0,0.04,0.15,0.19,0.04,0.19,0.8,0.8,1.8,2.6,0.03,0.07,0.09,0.03,0.09,Matches
392,Taylor Richards,eng ENG,MFFW,Brighton,21-105,2000,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.14,0.00,0.14,0.14,0.14,Matches
393,Richarlison,br BRA,FWMF,Everton,24-313,1997,20,18,1635,18.2,4,3,4,0,0,6,0,0.22,0.17,0.39,0.22,0.39,4.2,4.2,1.9,6.1,0.23,0.10,0.34,0.23,0.34,Matches
394,Jaïro Riedewald,nl NED,MF,Crystal Palace,25-191,1996,3,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.06,0.06,0.00,0.06,Matches
395,Matt Ritchie,sct SCO,DF,Newcastle Utd,32-190,1989,16,14,1318,14.6,0,2,0,0,0,5,0,0.00,0.14,0.14,0.00,0.14,0.4,0.4,1.6,2.1,0.03,0.11,0.14,0.03,0.14,Matches
396,Connor Roberts,wls WAL,DF,Burnley,26-177,1995,11,10,916,10.2,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches
397,Tyler Roberts,wls WAL,MFFW,Leeds United,23-066,1999,23,7,987,11.0,1,1,1,0,0,5,0,0.09,0.09,0.18,0.09,0.18,2.4,2.4,1.2,3.7,0.22,0.11,0.34,0.22,0.34,Matches
398,Andrew Robertson,sct SCO,DF,Liverpool,28-008,1994,22,22,1934,21.5,1,10,1,0,0,4,1,0.05,0.47,0.51,0.05,0.51,1.4,1.4,4.9,6.3,0.07,0.23,0.29,0.07,0.29,Matches
399,Joe Rodon,wls WAL,DF,Tottenham,24-148,1997,1,0,79,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
400,Rodri,es ESP,MF,Manchester City,25-270,1996,24,24,2102,23.4,3,1,3,0,0,5,0,0.13,0.04,0.17,0.13,0.17,1.6,1.6,1.2,2.8,0.07,0.05,0.12,0.07,0.12,Matches
401,Rodrigo,es ESP,MFFW,Leeds United,31-013,1991,23,20,1629,18.1,5,1,4,1,1,8,0,0.28,0.06,0.33,0.22,0.28,3.9,3.1,3.8,6.9,0.21,0.21,0.42,0.17,0.38,Matches
402,Jay Rodriguez,eng ENG,FW,Burnley,32-233,1989,23,8,946,10.5,1,2,1,0,0,3,0,0.10,0.19,0.29,0.10,0.29,2.5,2.5,1.8,4.4,0.24,0.18,0.42,0.24,0.42,Matches
403,Mads Roerslev,dk DEN,DF,Brentford,22-268,1999,15,9,921,10.2,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,0.3,0.3,0.6,0.9,0.03,0.06,0.09,0.03,0.09,Matches
404,Cristian Romero,ar ARG,DF,Tottenham,23-326,1998,15,14,1214,13.5,1,0,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.3,0.9,0.04,0.02,0.07,0.04,0.07,Matches
405,Oriol Romeu,es ESP,MF,Southampton,30-176,1991,27,27,2314,25.7,1,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,0.9,0.9,2.1,3.0,0.04,0.08,0.12,0.04,0.12,Matches
406,Cristiano Ronaldo,pt POR,FW,Manchester Utd,37-042,1985,24,21,1916,21.3,12,3,10,2,2,5,0,0.56,0.14,0.70,0.47,0.61,13.3,11.8,2.7,14.5,0.63,0.13,0.75,0.55,0.68,Matches
407,Salomón Rondón,ve VEN,FW,Everton,32-184,1989,14,8,715,7.9,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,2.0,2.0,0.6,2.6,0.26,0.08,0.33,0.26,0.33,Matches
408,Danny Rose,eng ENG,DF,Watford,31-260,1990,8,7,689,7.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,0.9,0.02,0.10,0.12,0.02,0.12,Matches
409,Jon Rowe,eng ENG,FWMF,Norwich City,18-323,2003,7,0,104,1.2,0,1,0,0,0,0,0,0.00,0.87,0.87,0.00,0.87,0.2,0.2,0.2,0.4,0.21,0.14,0.35,0.21,0.35,Matches
410,Antonio Rüdiger,de GER,DF,Chelsea,29-016,1993,26,26,2340,26.0,2,0,2,0,0,6,0,0.08,0.00,0.08,0.08,0.08,1.9,1.9,1.1,2.9,0.07,0.04,0.11,0.07,0.11,Matches
411,Lukas Rupp,de GER,MF,Norwich City,31-070,1991,13,6,586,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.2,1.9,0.11,0.18,0.28,0.11,0.28,Matches
412,José Sá,pt POR,GK,Wolves,29-061,1993,30,30,2700,30.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,1.0,1.0,0.00,0.03,0.03,0.00,0.03,Matches
413,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,25-007,1997,26,22,2044,22.7,5,3,5,0,0,4,0,0.22,0.13,0.35,0.22,0.35,4.0,4.0,4.5,8.6,0.18,0.20,0.38,0.18,0.38,Matches
414,Romain Saïss,ma MAR,DF,Wolves,31-358,1990,28,28,2468,27.4,2,0,2,0,0,5,0,0.07,0.00,0.07,0.07,0.07,2.3,2.3,0.3,2.5,0.08,0.01,0.09,0.08,0.09,Matches
415,Bukayo Saka,eng ENG,FWMF,Arsenal,20-195,2001,27,25,2068,23.0,8,5,8,0,0,4,0,0.35,0.22,0.57,0.35,0.57,6.2,6.2,4.8,10.9,0.27,0.21,0.48,0.27,0.48,Matches
416,Mohamed Salah,eg EGY,FW,Liverpool,29-277,1992,27,25,2260,25.1,20,10,15,5,6,1,0,0.80,0.40,1.19,0.60,1.00,18.9,14.1,8.5,22.7,0.75,0.34,1.09,0.56,0.90,Matches
417,Mohammed Salisu,gh GHA,DF,Southampton,22-336,1999,27,26,2342,26.0,0,0,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.5,2.2,0.07,0.02,0.08,0.07,0.08,Matches
418,Albert Sambi Lokonga,be BEL,MF,Arsenal,22-148,1999,14,10,909,10.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.6,1.1,0.05,0.06,0.11,0.05,0.11,Matches
419,Davinson Sánchez,co COL,DF,Tottenham,25-280,1996,18,14,1331,14.8,2,0,2,0,0,4,0,0.14,0.00,0.14,0.14,0.14,2.0,2.0,0.1,2.2,0.14,0.01,0.15,0.14,0.15,Matches
420,Robert Sánchez,es ESP,GK,Brighton,24-121,1997,28,28,2519,28.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Matches
421,Jadon Sancho,eng ENG,FWMF,Manchester Utd,21-359,2000,24,16,1495,16.6,3,3,3,0,0,0,0,0.18,0.18,0.36,0.18,0.36,2.9,2.9,3.8,6.7,0.17,0.23,0.40,0.17,0.40,Matches
