Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA,Matches
98,Carmona,es ESP,DF,Sevilla,20-050,2002,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
99,Yannick Carrasco,be BEL,DFMF,Atlético Madrid,28-197,1993,25,21,1901,21.1,3,5,3,0,0,5,0,0.14,0.24,0.38,0.14,0.38,2.8,2.8,4.2,7.0,0.13,0.20,0.33,0.13,0.33,Matches
100,Guido Carrillo,ar ARG,FW,Elche,30-299,1991,22,7,858,9.5,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,2.3,2.3,0.1,2.4,0.24,0.02,0.25,0.24,0.25,Matches
101,Dani Carvajal,es ESP,DF,Real Madrid,30-068,1992,18,14,1224,13.6,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.5,0.5,1.2,1.7,0.04,0.09,0.12,0.04,0.12,Matches
102,William Carvalho,pt POR,MF,Betis,29-347,1992,25,15,1355,15.1,1,3,1,0,0,3,0,0.07,0.20,0.27,0.07,0.27,2.0,2.0,1.4,3.4,0.13,0.09,0.22,0.13,0.22,Matches
103,Casemiro,br BRA,MF,Real Madrid,30-025,1992,25,24,2060,22.9,0,3,0,0,0,9,0,0.00,0.13,0.13,0.00,0.13,1.8,1.8,2.0,3.8,0.08,0.09,0.17,0.08,0.17,Matches
104,Kiko Casilla,es ESP,GK,Elche,35-169,1986,12,12,1080,12.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
105,Catena,es ESP,DF,Rayo Vallecano,27-143,1994,26,26,2340,26.0,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,0.6,1.8,0.05,0.02,0.07,0.05,0.07,Matches
106,Dani Ceballos,es ESP,MF,Real Madrid,25-225,1996,5,0,46,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
107,Franco Cervi,ar ARG,MF,Celta Vigo,27-298,1994,26,15,1337,14.9,3,3,3,0,0,4,0,0.20,0.20,0.40,0.20,0.40,1.7,1.7,1.2,2.9,0.12,0.08,0.20,0.12,0.20,Matches
108,Chapela,es ESP,MFFW,Cádiz,22-303,1999,9,4,398,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.02,0.03,0.05,0.02,0.05,Matches
109,Chema,es ESP,MF,Getafe,30-017,1992,1,1,45,0.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Matches
110,Denis Cheryshev,ru RUS,MF,Valencia,31-084,1990,11,5,442,4.9,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,1.0,1.0,0.3,1.3,0.20,0.07,0.27,0.20,0.27,Matches
111,Samuel Chukwueze,ng NGA,MF,Villarreal,22-302,1999,18,5,731,8.1,2,2,2,0,0,3,0,0.25,0.25,0.49,0.25,0.49,2.6,2.6,2.6,5.2,0.32,0.32,0.64,0.32,0.64,Matches
112,Víctor Chust,es ESP,DF,Cádiz,22-015,2000,18,15,1376,15.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.04,0.00,0.04,0.04,0.04,Matches
113,Jasper Cillessen,nl NED,GK,Valencia,32-332,1989,15,15,1277,14.2,0,1,0,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
114,Pathé Ciss,sn SEN,MF,Rayo Vallecano,28-004,1994,23,9,795,8.8,1,1,1,0,0,4,0,0.11,0.11,0.23,0.11,0.23,1.0,1.0,0.4,1.3,0.11,0.04,0.15,0.11,0.15,Matches
115,Carlos Clerc,es ESP,DF,Levante,30-027,1992,19,18,1514,16.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.0,0.01,0.04,0.06,0.01,0.06,Matches
116,Coke,es ESP,DFMF,Levante,34-328,1987,4,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches
117,Álex Collado,es ESP,MFFW,Granada,22-332,1999,9,6,440,4.9,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,0.2,0.5,0.07,0.05,0.12,0.07,0.12,Matches
118,Eray Cömert,ch SUI,DF,Valencia,24-044,1998,5,3,246,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches
119,Santi Comesaña,es ESP,MF,Rayo Vallecano,25-166,1996,27,25,2135,23.7,1,2,1,0,0,7,0,0.04,0.08,0.13,0.04,0.13,2.9,2.9,1.7,4.6,0.13,0.07,0.20,0.13,0.20,Matches
120,Diego Conde,es ESP,GK,Getafe,23-143,1998,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
121,Francis Coquelin,fr FRA,MF,Villarreal,30-311,1991,15,6,592,6.6,1,1,1,0,0,2,0,0.15,0.15,0.30,0.15,0.30,0.2,0.2,0.5,0.7,0.03,0.08,0.11,0.03,0.11,Matches
122,Jesús Corona,mx MEX,FWDF,Sevilla,29-073,1993,8,5,509,5.7,0,2,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,0.5,0.5,0.8,1.3,0.09,0.15,0.24,0.09,0.24,Matches
123,Ángel Correa,ar ARG,FWMF,Atlético Madrid,27-011,1995,29,18,1556,17.3,11,5,11,0,0,3,1,0.64,0.29,0.93,0.64,0.93,5.6,5.6,3.4,9.0,0.33,0.20,0.53,0.33,0.53,Matches
124,Thierry Correia,pt POR,DF,Valencia,23-011,1999,11,10,790,8.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.07,0.07,0.00,0.07,Matches
125,Hélder Costa,ao ANG,MFFW,Valencia,28-067,1994,19,11,959,10.7,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.7,2.0,0.03,0.16,0.19,0.03,0.19,Matches
126,Jaume Costa,es ESP,DF,Mallorca,34-002,1988,18,14,1298,14.4,0,3,0,0,0,4,1,0.00,0.21,0.21,0.00,0.21,0.5,0.5,1.8,2.3,0.04,0.13,0.16,0.04,0.16,Matches
127,Thibaut Courtois,be BEL,GK,Real Madrid,29-313,1992,28,28,2520,28.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
128,Philippe Coutinho,br BRA,MFFW,Barcelona,29-281,1992,12,5,503,5.6,2,0,1,1,1,1,0,0.36,0.00,0.36,0.18,0.18,2.8,2.0,0.3,2.4,0.50,0.06,0.56,0.36,0.42,Matches
129,Cristo,es ESP,DF,Real Sociedad,21-324,2000,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.39,0.42,0.03,0.42,Matches
130,Juan Cruz Armada,es ESP,DF,Osasuna,29-235,1992,18,17,1533,17.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches
131,Marc Cucurella,es ESP,FWDF,Getafe,23-241,1998,1,0,23,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.22,0.23,0.45,0.22,0.45,Matches
132,Jorge Cuenca,es ESP,DF,Getafe,22-123,1999,25,24,2062,22.9,1,0,1,0,0,4,2,0.04,0.00,0.04,0.04,0.04,0.5,0.5,0.1,0.6,0.02,0.00,0.03,0.02,0.03,Matches
133,Matheus Cunha,br BRA,FW,Atlético Madrid,22-297,1999,20,5,652,7.2,5,2,5,0,0,3,0,0.69,0.28,0.97,0.69,0.97,3.6,3.6,1.4,5.1,0.50,0.20,0.70,0.50,0.70,Matches
134,Sergi Darder,es ESP,MF,Espanyol,28-088,1993,26,26,2225,24.7,3,6,3,0,0,2,0,0.12,0.24,0.36,0.12,0.36,2.3,2.3,3.5,5.8,0.09,0.14,0.24,0.09,0.24,Matches
135,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27-300,1994,27,19,1681,18.7,1,1,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,0.9,0.9,2.7,3.5,0.05,0.15,0.20,0.05,0.20,Matches
136,Thomas Delaney,dk DEN,MF,Sevilla,30-198,1991,19,11,1094,12.2,2,1,2,0,0,4,1,0.16,0.08,0.25,0.16,0.25,1.0,1.0,0.4,1.4,0.08,0.03,0.12,0.08,0.12,Matches
137,Ousmane Dembélé,fr FRA,FWDF,Barcelona,24-309,1997,11,7,675,7.5,1,7,1,0,0,1,0,0.13,0.93,1.07,0.13,1.07,1.1,1.1,4.4,5.5,0.15,0.59,0.74,0.15,0.74,Matches
138,Yusuf Demir,at AUT,FW,Barcelona,18-291,2003,6,2,192,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Matches
139,Memphis Depay,nl NED,FW,Barcelona,28-035,1994,19,15,1422,15.8,10,2,6,4,5,3,0,0.63,0.13,0.76,0.38,0.51,9.8,6.0,3.5,9.5,0.62,0.22,0.84,0.38,0.60,Matches
140,Sergiño Dest,us USA,DFFW,Barcelona,21-137,2000,18,15,1353,15.0,0,3,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,1.5,1.5,2.7,4.2,0.10,0.18,0.28,0.10,0.28,Matches
141,Boulaye Dia,sn SEN,FW,Villarreal,25-124,1996,19,9,938,10.4,5,4,5,0,0,2,0,0.48,0.38,0.86,0.48,0.86,4.4,4.4,1.3,5.8,0.42,0.13,0.55,0.42,0.55,Matches
142,Mouctar Diakhaby,fr FRA,DF,Valencia,25-091,1996,23,15,1423,15.8,0,1,0,0,0,9,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches
143,Javier Díaz,es ESP,GK,Sevilla,24-309,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
144,Víctor Díaz,es ESP,DF,Granada,33-281,1988,15,11,947,10.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.05,0.01,0.06,0.05,0.06,Matches
145,Landry Dimata,be BEL,FWMF,Espanyol,24-200,1997,16,4,524,5.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.2,1.6,0.23,0.04,0.27,0.23,0.27,Matches
146,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,28-085,1993,22,21,1962,21.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
147,Matías Dituro,ar ARG,GK,Celta Vigo,34-316,1987,28,28,2520,28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
148,Djené,tg TOG,DF,Getafe,30-079,1991,27,27,2395,26.6,0,1,0,0,0,9,1,0.00,0.04,0.04,0.00,0.04,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01,Matches
149,Naïs Djouahra,fr FRA,FWMF,Real Sociedad,22-117,1999,5,1,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.09,0.02,0.11,0.09,0.11,Matches
150,Marko Dmitrović,rs SRB,GK,Sevilla,30-055,1992,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
151,Jaume Doménech,es ESP,GK,Valencia,31-135,1990,3,2,253,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
152,Carlos Dominguez,es ESP,DF,Celta Vigo,21-078,2001,5,3,301,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
153,Domingos Duarte,pt POR,DF,Granada,27-010,1995,13,11,986,11.0,1,0,1,0,0,4,1,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.0,0.4,0.04,0.00,0.04,0.04,0.04,Matches
154,Óscar Duarte,cr CRC,DF,Levante,32-290,1989,18,17,1438,16.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.3,0.8,0.04,0.02,0.05,0.04,0.05,Matches
155,Rubén Duarte,es ESP,DF,Alavés,26-153,1995,26,25,2144,23.8,0,3,0,0,0,10,1,0.00,0.13,0.13,0.00,0.13,0.4,0.4,1.3,1.8,0.02,0.06,0.08,0.02,0.08,Matches
156,Unai Dufur,es ESP,DF,Osasuna,23-078,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
157,Hugo Duro,es ESP,DFMF,Getafe,22-130,1999,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.84,0.00,0.84,0.84,0.84,Matches
158,Hugo Duro,es ESP,FWMF,Valencia,22-130,1999,25,18,1499,16.7,6,1,6,0,0,2,1,0.36,0.06,0.42,0.36,0.42,3.6,3.6,0.7,4.3,0.22,0.04,0.26,0.22,0.26,Matches
159,Aritz Elustondo,es ESP,DF,Real Sociedad,27-357,1994,24,19,1774,19.7,4,1,4,0,0,3,1,0.20,0.05,0.25,0.20,0.25,1.9,1.9,0.2,2.1,0.10,0.01,0.11,0.10,0.11,Matches
160,Adri Embarba,es ESP,MFFW,Espanyol,29-317,1992,25,20,1651,18.3,0,2,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,2.8,2.8,2.2,5.0,0.15,0.12,0.27,0.15,0.27,Matches
161,Emerson,br BRA,DF,Barcelona,23-065,1999,3,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Youssef En-Nesyri,ma MAR,FW,Sevilla,24-292,1997,14,9,768,8.5,3,1,2,1,1,0,0,0.35,0.12,0.47,0.23,0.35,3.8,3.0,1.2,4.2,0.44,0.14,0.59,0.36,0.50,Matches
163,Gonzalo Escalante,ar ARG,MF,Alavés,28-358,1993,10,8,731,8.1,2,0,2,0,0,3,0,0.25,0.00,0.25,0.25,0.25,0.9,0.9,0.0,0.9,0.12,0.00,0.13,0.12,0.13,Matches
164,Aarón Escandell,es ESP,GK,Granada,26-174,1995,4,3,284,3.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
165,Sergio Escudero,es ESP,DFMF,Granada,32-199,1989,19,7,739,8.2,1,1,1,0,0,3,0,0.12,0.12,0.24,0.12,0.24,0.9,0.9,1.0,1.9,0.12,0.14,0.26,0.12,0.26,Matches
166,Alfonso Espino,uy URU,DF,Cádiz,30-074,1992,27,27,2429,27.0,2,2,2,0,0,5,0,0.07,0.07,0.15,0.07,0.15,0.9,0.7,3.2,3.9,0.03,0.12,0.15,0.02,0.14,Matches
167,Estanis,es ESP,FW,Barcelona,18-208,2003,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
168,Pervis Estupiñán,ec ECU,DF,Villarreal,24-058,1998,22,14,1268,14.1,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,1.7,2.2,0.04,0.12,0.16,0.04,0.16,Matches
169,Abdessamad Ezzalzouli,ma MAR,FWDF,Barcelona,20-093,2001,10,6,580,6.4,1,0,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,1.3,1.3,0.6,1.9,0.20,0.09,0.29,0.20,0.29,Matches
170,Radamel Falcao,co COL,FW,Rayo Vallecano,36-038,1986,17,7,666,7.4,5,0,5,0,0,1,0,0.68,0.00,0.68,0.68,0.68,2.9,2.9,0.2,3.1,0.39,0.02,0.42,0.39,0.42,Matches
171,Fali,es ESP,DFMF,Cádiz,28-220,1993,21,18,1359,15.1,0,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.4,0.7,0.02,0.03,0.05,0.02,0.05,Matches
172,Ansu Fati,es ESP,FW,Barcelona,19-140,2002,5,3,213,2.4,3,0,3,0,0,0,0,1.27,0.00,1.27,1.27,1.27,1.0,1.0,0.7,1.7,0.44,0.29,0.74,0.44,0.74,Matches
173,Aleix Febas,es ESP,MF,Mallorca,26-046,1996,4,1,117,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Matches
174,Nabil Fekir,fr FRA,MF,Betis,28-245,1993,26,25,2147,23.9,6,6,6,0,0,7,1,0.25,0.25,0.50,0.25,0.50,4.2,4.2,5.9,10.1,0.18,0.25,0.42,0.18,0.42,Matches
175,Felipe,br BRA,DF,Atlético Madrid,32-308,1989,19,12,1203,13.4,2,1,2,0,0,4,1,0.15,0.07,0.22,0.15,0.22,0.9,0.9,0.4,1.3,0.07,0.03,0.10,0.07,0.10,Matches
176,João Félix,pt POR,FWMF,Atlético Madrid,22-130,1999,21,11,1099,12.2,6,4,6,0,0,3,1,0.49,0.33,0.82,0.49,0.82,3.9,3.9,1.9,5.8,0.34,0.16,0.50,0.34,0.50,Matches
177,Aitor Fernández,es ESP,GK,Levante,30-321,1991,13,13,1166,13.0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
178,Álex Fernández,es ESP,MF,Cádiz,29-156,1992,24,16,1508,16.8,3,1,2,1,2,2,0,0.18,0.06,0.24,0.12,0.18,2.4,0.9,0.6,1.5,0.14,0.03,0.18,0.05,0.09,Matches
179,Fernando,br BRA,MFDF,Sevilla,34-238,1987,24,21,1850,20.6,1,1,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,0.6,0.6,0.3,0.9,0.03,0.01,0.04,0.03,0.04,Matches
180,Fidel,es ESP,MF,Elche,32-144,1989,25,23,1812,20.1,5,3,4,1,1,8,0,0.25,0.15,0.40,0.20,0.35,2.3,1.5,3.4,4.9,0.11,0.17,0.28,0.08,0.24,Matches
181,José Fontán,es ESP,DF,Celta Vigo,22-037,2000,5,2,178,2.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.06,0.02,0.08,0.06,0.08,Matches
182,Dimitri Foulquier,fr FRA,DF,Granada,28-362,1993,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
183,Dimitri Foulquier,fr FRA,DF,Valencia,28-362,1993,22,20,1829,20.3,0,1,0,0,0,9,0,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.4,1.0,0.03,0.02,0.05,0.03,0.05,Matches
184,Juan Foyth,ar ARG,DF,Villarreal,24-067,1998,18,17,1468,16.3,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.4,1.4,0.00,0.09,0.09,0.00,0.09,Matches
185,Enric Franquesa,es ESP,DF,Levante,25-022,1997,15,5,580,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
186,Jorge de Frutos,es ESP,MFFW,Levante,25-028,1997,25,20,1760,19.6,4,7,4,0,0,4,0,0.20,0.36,0.56,0.20,0.56,5.9,5.9,3.3,9.2,0.30,0.17,0.47,0.30,0.47,Matches
187,Javi Galán,es ESP,DF,Celta Vigo,27-121,1994,28,28,2488,27.6,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,1.0,1.3,0.01,0.04,0.05,0.01,0.05,Matches
188,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,28-226,1993,22,17,1378,15.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.03,0.04,0.07,0.03,0.07,Matches
189,Thiago Galhardo,br BRA,FWMF,Celta Vigo,32-243,1989,22,4,676,7.5,1,1,1,0,0,3,0,0.13,0.13,0.27,0.13,0.27,1.6,1.6,1.5,3.1,0.21,0.20,0.41,0.21,0.41,Matches
190,Álvaro García,es ESP,FWMF,Rayo Vallecano,29-144,1992,26,24,2117,23.5,5,2,5,0,0,5,0,0.21,0.09,0.30,0.21,0.30,5.4,5.4,3.3,8.7,0.24,0.15,0.39,0.24,0.39,Matches
191,Dani García,es ESP,MF,Athletic Club,31-300,1990,25,22,1808,20.1,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.04,0.02,0.06,0.04,0.06,Matches
192,David García,es ESP,DF,Osasuna,28-034,1994,27,27,2385,26.5,4,0,4,0,0,6,0,0.15,0.00,0.15,0.15,0.15,1.1,1.1,0.2,1.3,0.04,0.01,0.05,0.04,0.05,Matches
193,Eric García,es ESP,DF,Barcelona,21-070,2001,18,17,1420,15.8,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.01,0.01,0.01,Matches
194,Francisco Garcia,es ESP,DF,Rayo Vallecano,22-218,1999,26,26,2322,25.8,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,1.0,1.7,0.03,0.04,0.07,0.03,0.07,Matches
195,Joan García,es ESP,GK,Espanyol,20-320,2001,2,1,108,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
196,Manu García,es ESP,MF,Alavés,24-077,1998,19,7,749,8.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.02,0.09,0.11,0.02,0.11,Matches
